"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Percent","","6,165,129","48.7%","51.3%","(X)","5.7%","6.1%","6.4%","6.3%","6.1%","13.2%","13.5%","12.8%","6.7%","6.8%","9.8%","4.7%","1.8%","(X)","22.1%","80.5%","77.9%","74.3%","20.3%","16.3%","4,805,032","48.0%","52.0%","(X)","1,003,383","43.7%","56.3%","(X)","","6,165,129","92.0%","8.0%","92.0%","49.0%","29.4%","0.4%","N","N","N","N","6.6%","1.7%","1.4%","0.7%","0.1%","0.7%","0.5%","1.5%","0.1%","0.0%","0.0%","0.0%","0.0%","6.6%","8.0%","1.4%","0.5%","0.9%","0.3%","","6,165,129","55.8%","32.3%","1.7%","8.0%","0.2%","10.8%","","6,165,129","11.1%","1.9%","0.9%","0.2%","8.1%","88.9%","47.8%","29.0%","0.1%","6.6%","0.0%","0.6%","4.7%","1.1%","3.7%","(X)","","4,417,293","47.8%","52.2%"
"Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,984,723","3,408,252","3,576,471","95.3","346,175","365,253","401,988","460,404","476,148","979,614","899,535","875,663","483,826","479,670","730,785","336,776","148,886","39.9","1,361,940","5,790,261","5,622,783","5,308,211","1,497,194","1,216,447","5,622,783","2,712,542","2,910,241","93.2","1,216,447","537,486","678,961","79.2","","6,984,723","6,205,605","779,118","6,205,605","4,832,195","466,735","15,835","N","N","N","N","493,647","118,709","182,076","14,075","8,579","27,104","58,696","84,408","2,106","1,114","420","201","371","395,087","779,118","60,908","25,565","65,182","5,313","","6,984,723","5,498,872","704,726","74,083","577,225","8,461","994,238","","6,984,723","897,350","50,921","323,528","12,351","510,550","6,087,373","4,713,213","437,589","5,116","489,808","1,463","92,190","347,994","168,626","179,368","3,017,772","","5,121,488","2,459,498","2,661,990"
"    Percent","","6,984,723","48.8%","51.2%","(X)","5.0%","5.2%","5.8%","6.6%","6.8%","14.0%","12.9%","12.5%","6.9%","6.9%","10.5%","4.8%","2.1%","(X)","19.5%","82.9%","80.5%","76.0%","21.4%","17.4%","5,622,783","48.2%","51.8%","(X)","1,216,447","44.2%","55.8%","(X)","","6,984,723","88.8%","11.2%","88.8%","69.2%","6.7%","0.2%","N","N","N","N","7.1%","1.7%","2.6%","0.2%","0.1%","0.4%","0.8%","1.2%","0.0%","0.0%","0.0%","0.0%","0.0%","5.7%","11.2%","0.9%","0.4%","0.9%","0.1%","","6,984,723","78.7%","10.1%","1.1%","8.3%","0.1%","14.2%","","6,984,723","12.8%","0.7%","4.6%","0.2%","7.3%","87.2%","67.5%","6.3%","0.1%","7.0%","0.0%","1.3%","5.0%","2.4%","2.6%","(X)","","5,121,488","48.0%","52.0%"
"Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","10,050,811","4,976,869","5,073,942","98.1","545,979","585,574","632,071","656,015","659,277","1,314,354","1,214,574","1,222,520","673,468","723,695","1,118,258","513,485","191,541","40.2","2,151,937","8,156,411","7,898,874","7,491,294","2,254,958","1,823,284","7,898,874","3,876,284","4,022,590","96.4","1,823,284","828,523","994,761","83.3","","10,050,811","9,351,317","699,494","9,351,317","7,438,013","1,345,050","51,188","2,200","16,923","142","528","322,255","117,783","55,889","25,194","13,675","30,513","18,889","60,312","2,512","809","446","860","397","192,299","699,494","137,708","84,534","69,759","14,111","","10,050,811","8,099,335","1,543,093","177,692","410,321","14,913","551,075","","10,050,811","559,716","384,807","53,958","19,519","101,432","9,491,095","7,322,792","1,329,383","33,724","320,300","2,249","44,432","438,215","112,372","325,843","4,590,384","","7,640,514","3,741,885","3,898,629"
"    Percent","","10,050,811","49.5%","50.5%","(X)","5.4%","5.8%","6.3%","6.5%","6.6%","13.1%","12.1%","12.2%","6.7%","7.2%","11.1%","5.1%","1.9%","(X)","21.4%","81.2%","78.6%","74.5%","22.4%","18.1%","7,898,874","49.1%","50.9%","(X)","1,823,284","45.4%","54.6%","(X)","","10,050,811","93.0%","7.0%","93.0%","74.0%","13.4%","0.5%","0.0%","0.2%","0.0%","0.0%","3.2%","1.2%","0.6%","0.3%","0.1%","0.3%","0.2%","0.6%","0.0%","0.0%","0.0%","0.0%","0.0%","1.9%","7.0%","1.4%","0.8%","0.7%","0.1%","","10,050,811","80.6%","15.4%","1.8%","4.1%","0.1%","5.5%","","10,050,811","5.6%","3.8%","0.5%","0.2%","1.0%","94.4%","72.9%","13.2%","0.3%","3.2%","0.0%","0.4%","4.4%","1.1%","3.2%","(X)","","7,640,514","49.0%","51.0%"
"Minnesota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,707,390","2,860,668","2,846,722","100.5","330,734","359,171","388,627","376,524","353,592","742,562","770,652","669,001","368,617","388,638","580,993","267,822","110,457","38.8","1,308,981","4,554,126","4,398,409","4,179,313","1,192,419","959,272","4,398,409","2,189,928","2,208,481","99.2","959,272","443,628","515,644","86.0","","5,707,390","5,315,967","391,423","5,315,967","4,436,857","388,575","48,309","117","28,474","606","3,474","289,783","44,561","33,446","14,457","4,436","13,767","24,799","154,317","1,904","N","N","N","N","150,539","391,423","68,815","60,427","50,469","3,773","","5,707,390","4,810,922","484,015","133,449","353,442","8,016","338,609","","5,707,390","332,039","199,975","14,298","7,075","110,691","5,375,351","4,386,767","384,548","38,933","287,144","1,886","27,863","248,210","52,804","195,406","2,517,173","","4,221,515","2,099,079","2,122,436"
"    Percent","","5,707,390","50.1%","49.9%","(X)","5.8%","6.3%","6.8%","6.6%","6.2%","13.0%","13.5%","11.7%","6.5%","6.8%","10.2%","4.7%","1.9%","(X)","22.9%","79.8%","77.1%","73.2%","20.9%","16.8%","4,398,409","49.8%","50.2%","(X)","959,272","46.2%","53.8%","(X)","","5,707,390","93.1%","6.9%","93.1%","77.7%","6.8%","0.8%","0.0%","0.5%","0.0%","0.1%","5.1%","0.8%","0.6%","0.3%","0.1%","0.2%","0.4%","2.7%","0.0%","N","N","N","N","2.6%","6.9%","1.2%","1.1%","0.9%","0.1%","","5,707,390","84.3%","8.5%","2.3%","6.2%","0.1%","5.9%","","5,707,390","5.8%","3.5%","0.3%","0.1%","1.9%","94.2%","76.9%","6.7%","0.7%","5.0%","0.0%","0.5%","4.3%","0.9%","3.4%","(X)","","4,221,515","49.7%","50.3%"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,949,965","1,435,423","1,514,542","94.8","173,282","176,878","217,287","215,082","199,269","356,944","383,035","355,047","178,469","197,727","308,553","142,831","45,561","38.6","691,885","2,340,485","2,258,080","2,126,566","618,320","496,945","2,258,080","1,078,182","1,179,898","91.4","496,945","218,701","278,244","78.6","","2,949,965","2,800,499","149,466","2,800,499","1,654,011","1,064,950","15,648","N","N","N","N","24,909","5,042","4,768","3,144","991","857","8,063","2,044","577","N","N","N","N","40,404","149,466","30,106","40,236","11,725","3,766","","2,949,965","1,793,210","1,111,980","69,291","46,065","4,708","91,502","","2,949,965","93,868","48,306","7,761","1,703","36,098","2,856,097","1,635,321","1,063,101","12,004","24,455","577","9,670","110,969","13,806","97,163","1,332,041","","2,226,474","1,061,407","1,165,067"
"    Percent","","2,949,965","48.7%","51.3%","(X)","5.9%","6.0%","7.4%","7.3%","6.8%","12.1%","13.0%","12.0%","6.0%","6.7%","10.5%","4.8%","1.5%","(X)","23.5%","79.3%","76.5%","72.1%","21.0%","16.8%","2,258,080","47.7%","52.3%","(X)","496,945","44.0%","56.0%","(X)","","2,949,965","94.9%","5.1%","94.9%","56.1%","36.1%","0.5%","N","N","N","N","0.8%","0.2%","0.2%","0.1%","0.0%","0.0%","0.3%","0.1%","0.0%","N","N","N","N","1.4%","5.1%","1.0%","1.4%","0.4%","0.1%","","2,949,965","60.8%","37.7%","2.3%","1.6%","0.2%","3.1%","","2,949,965","3.2%","1.6%","0.3%","0.1%","1.2%","96.8%","55.4%","36.0%","0.4%","0.8%","0.0%","0.3%","3.8%","0.5%","3.3%","(X)","","2,226,474","47.7%","52.3%"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","6,168,187","3,045,181","3,123,006","97.5","353,946","375,051","412,491","411,180","388,885","800,642","796,300","717,744","392,898","434,282","652,869","313,164","118,735","39.2","1,383,537","4,949,628","4,784,650","4,536,481","1,340,642","1,084,768","4,784,650","2,332,846","2,451,804","95.1","1,084,768","486,019","598,749","81.2","","6,168,187","5,699,486","468,701","5,699,486","4,775,960","666,815","22,046","4,207","533","299","393","124,164","34,185","27,000","14,736","2,123","8,159","17,086","20,875","7,157","1,866","316","1,018","3,957","103,344","468,701","66,051","92,236","36,304","8,002","","6,168,187","5,221,765","764,905","138,710","173,416","15,763","347,876","","6,168,187","281,445","165,835","18,440","7,444","89,726","5,886,742","4,722,344","661,189","13,313","122,872","6,693","30,812","329,519","110,251","219,268","2,807,632","","4,675,531","2,277,424","2,398,107"
"    Percent","","6,168,187","49.4%","50.6%","(X)","5.7%","6.1%","6.7%","6.7%","6.3%","13.0%","12.9%","11.6%","6.4%","7.0%","10.6%","5.1%","1.9%","(X)","22.4%","80.2%","77.6%","73.5%","21.7%","17.6%","4,784,650","48.8%","51.2%","(X)","1,084,768","44.8%","55.2%","(X)","","6,168,187","92.4%","7.6%","92.4%","77.4%","10.8%","0.4%","0.1%","0.0%","0.0%","0.0%","2.0%","0.6%","0.4%","0.2%","0.0%","0.1%","0.3%","0.3%","0.1%","0.0%","0.0%","0.0%","0.1%","1.7%","7.6%","1.1%","1.5%","0.6%","0.1%","","6,168,187","84.7%","12.4%","2.2%","2.8%","0.3%","5.6%","","6,168,187","4.6%","2.7%","0.3%","0.1%","1.5%","95.4%","76.6%","10.7%","0.2%","2.0%","0.1%","0.5%","5.3%","1.8%","3.6%","(X)","","4,675,531","48.7%","51.3%"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,104,271","560,911","543,360","103.2","56,091","67,195","70,386","68,883","74,958","139,869","140,486","120,361","68,791","79,953","136,402","60,631","20,265","40.1","234,847","895,986","869,424","827,777","265,002","217,298","869,424","438,971","430,453","102.0","217,298","105,093","112,205","93.7","","1,104,271","1,034,227","70,044","1,034,227","939,189","5,703","63,896","676","2,265","540","965","10,309","866","2,405","2,543","2,327","728","139","1,301","397","N","N","N","N","14,733","70,044","4,470","24,371","4,728","205","","1,104,271","1,008,087","11,016","91,509","16,946","2,546","47,592","","1,104,271","47,420","31,747","1,964","651","13,058","1,056,851","925,450","5,601","61,082","9,862","397","4,901","49,558","14,165","35,393","521,916","","857,649","433,797","423,852"
"    Percent","","1,104,271","50.8%","49.2%","(X)","5.1%","6.1%","6.4%","6.2%","6.8%","12.7%","12.7%","10.9%","6.2%","7.2%","12.4%","5.5%","1.8%","(X)","21.3%","81.1%","78.7%","75.0%","24.0%","19.7%","869,424","50.5%","49.5%","(X)","217,298","48.4%","51.6%","(X)","","1,104,271","93.7%","6.3%","93.7%","85.1%","0.5%","5.8%","0.1%","0.2%","0.0%","0.1%","0.9%","0.1%","0.2%","0.2%","0.2%","0.1%","0.0%","0.1%","0.0%","N","N","N","N","1.3%","6.3%","0.4%","2.2%","0.4%","0.0%","","1,104,271","91.3%","1.0%","8.3%","1.5%","0.2%","4.3%","","1,104,271","4.3%","2.9%","0.2%","0.1%","1.2%","95.7%","83.8%","0.5%","5.5%","0.9%","0.0%","0.4%","4.5%","1.3%","3.2%","(X)","","857,649","50.6%","49.4%"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,963,692","986,019","977,673","100.9","124,596","131,276","144,006","137,800","133,478","252,836","258,269","216,069","118,788","123,741","195,985","88,320","38,528","37.2","482,202","1,534,896","1,481,490","1,401,882","395,341","322,833","1,481,490","736,674","744,816","98.9","322,833","147,727","175,106","84.4","","1,963,692","1,792,596","171,096","1,792,596","1,540,520","91,635","23,547","258","78","462","5,193","45,285","7,733","5,244","4,843","1,317","2,006","6,322","17,820","594","N","N","N","N","91,015","171,096","23,233","16,962","16,594","745","","1,963,692","1,703,949","122,957","47,696","66,456","3,788","197,510","","1,963,692","233,800","161,125","6,921","6,541","59,213","1,729,892","1,500,747","89,950","12,556","44,238","594","8,181","73,626","13,463","60,163","854,298","","1,411,320","700,355","710,965"
"    Percent","","1,963,692","50.2%","49.8%","(X)","6.3%","6.7%","7.3%","7.0%","6.8%","12.9%","13.2%","11.0%","6.0%","6.3%","10.0%","4.5%","2.0%","(X)","24.6%","78.2%","75.4%","71.4%","20.1%","16.4%","1,481,490","49.7%","50.3%","(X)","322,833","45.8%","54.2%","(X)","","1,963,692","91.3%","8.7%","91.3%","78.5%","4.7%","1.2%","0.0%","0.0%","0.0%","0.3%","2.3%","0.4%","0.3%","0.2%","0.1%","0.1%","0.3%","0.9%","0.0%","N","N","N","N","4.6%","8.7%","1.2%","0.9%","0.8%","0.0%","","1,963,692","86.8%","6.3%","2.4%","3.4%","0.2%","10.1%","","1,963,692","11.9%","8.2%","0.4%","0.3%","3.0%","88.1%","76.4%","4.6%","0.6%","2.3%","0.0%","0.4%","3.7%","0.7%","3.1%","(X)","","1,411,320","49.6%","50.4%"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,143,991","1,585,207","1,558,784","101.7","177,077","190,763","208,610","189,336","185,379","451,763","433,819","396,966","194,327","196,383","323,723","152,253","43,592","38.7","697,619","2,526,328","2,446,372","2,339,377","638,661","519,568","2,446,372","1,227,529","1,218,843","100.7","519,568","246,250","273,318","90.1","","3,143,991","2,592,378","551,613","2,592,378","1,560,010","288,117","44,661","1,241","760","3,526","203","269,851","13,934","53,495","137,136","12,562","13,683","14,541","24,500","23,025","8,532","2,929","4,150","7,414","406,714","551,613","43,014","27,375","49,903","3,479","","3,143,991","2,064,558","374,500","99,511","356,794","48,366","793,401","","3,143,991","940,759","693,197","30,389","31,149","186,024","2,203,232","1,420,256","274,003","18,712","262,669","22,090","19,736","185,766","39,267","146,499","1,305,534","","2,193,360","1,100,782","1,092,578"
"    Percent","","3,143,991","50.4%","49.6%","(X)","5.6%","6.1%","6.6%","6.0%","5.9%","14.4%","13.8%","12.6%","6.2%","6.2%","10.3%","4.8%","1.4%","(X)","22.2%","80.4%","77.8%","74.4%","20.3%","16.5%","2,446,372","50.2%","49.8%","(X)","519,568","47.4%","52.6%","(X)","","3,143,991","82.5%","17.5%","82.5%","49.6%","9.2%","1.4%","0.0%","0.0%","0.1%","0.0%","8.6%","0.4%","1.7%","4.4%","0.4%","0.4%","0.5%","0.8%","0.7%","0.3%","0.1%","0.1%","0.2%","12.9%","17.5%","1.4%","0.9%","1.6%","0.1%","","3,143,991","65.7%","11.9%","3.2%","11.3%","1.5%","25.2%","","3,143,991","29.9%","22.0%","1.0%","1.0%","5.9%","70.1%","45.2%","8.7%","0.6%","8.4%","0.7%","0.6%","5.9%","1.2%","4.7%","(X)","","2,193,360","50.2%","49.8%"
"New Hampshire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,388,992","693,234","695,758","99.6","62,220","67,409","78,890","85,699","86,456","178,294","166,486","178,476","104,919","112,402","166,853","75,219","25,669","43.1","256,254","1,164,253","1,132,738","1,075,694","334,390","267,741","1,132,738","561,376","571,362","98.3","267,741","124,465","143,276","86.9","","1,388,992","1,299,716","89,276","1,299,716","1,221,431","20,291","1,550","N","N","N","N","36,422","11,004","7,687","1,931","1,014","1,723","3,700","9,363","39","N","N","N","N","19,983","89,276","10,216","12,869","10,892","116","","1,388,992","1,306,669","36,986","17,246","48,923","1,542","72,074","","1,388,992","60,323","11,442","20,772","1,957","26,152","1,328,669","1,211,910","18,078","694","36,184","23","6,385","55,395","20,458","34,937","643,979","","1,103,239","547,189","556,050"
"    Percent","","1,388,992","49.9%","50.1%","(X)","4.5%","4.9%","5.7%","6.2%","6.2%","12.8%","12.0%","12.8%","7.6%","8.1%","12.0%","5.4%","1.8%","(X)","18.4%","83.8%","81.6%","77.4%","24.1%","19.3%","1,132,738","49.6%","50.4%","(X)","267,741","46.5%","53.5%","(X)","","1,388,992","93.6%","6.4%","93.6%","87.9%","1.5%","0.1%","N","N","N","N","2.6%","0.8%","0.6%","0.1%","0.1%","0.1%","0.3%","0.7%","0.0%","N","N","N","N","1.4%","6.4%","0.7%","0.9%","0.8%","0.0%","","1,388,992","94.1%","2.7%","1.2%","3.5%","0.1%","5.2%","","1,388,992","4.3%","0.8%","1.5%","0.1%","1.9%","95.7%","87.3%","1.3%","0.0%","2.6%","0.0%","0.5%","4.0%","1.5%","2.5%","(X)","","1,103,239","49.6%","50.4%"
"New Jersey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","9,267,130","4,563,560","4,703,570","97.0","516,200","551,684","592,878","579,783","552,158","1,185,697","1,223,127","1,217,153","651,896","632,933","923,188","453,931","186,502","40.3","2,020,876","7,489,289","7,246,254","6,920,044","1,941,256","1,563,621","7,246,254","3,527,707","3,718,547","94.9","1,563,621","687,935","875,686","78.6","","9,267,130","8,146,898","1,120,232","8,146,898","5,062,888","1,194,085","35,727","N","N","N","N","925,055","418,237","163,575","120,415","11,781","98,647","22,371","90,029","3,664","905","729","577","1,453","925,479","1,120,232","80,557","25,585","60,435","12,590","","9,267,130","6,042,866","1,434,689","119,368","1,028,826","14,484","1,823,946","","9,267,130","1,991,635","231,000","484,727","94,260","1,181,648","7,275,495","4,828,800","1,141,525","6,008","918,374","2,720","77,148","300,920","106,191","194,729","3,779,591","","6,433,068","3,119,809","3,313,259"
"    Percent","","9,267,130","49.2%","50.8%","(X)","5.6%","6.0%","6.4%","6.3%","6.0%","12.8%","13.2%","13.1%","7.0%","6.8%","10.0%","4.9%","2.0%","(X)","21.8%","80.8%","78.2%","74.7%","20.9%","16.9%","7,246,254","48.7%","51.3%","(X)","1,563,621","44.0%","56.0%","(X)","","9,267,130","87.9%","12.1%","87.9%","54.6%","12.9%","0.4%","N","N","N","N","10.0%","4.5%","1.8%","1.3%","0.1%","1.1%","0.2%","1.0%","0.0%","0.0%","0.0%","0.0%","0.0%","10.0%","12.1%","0.9%","0.3%","0.7%","0.1%","","9,267,130","65.2%","15.5%","1.3%","11.1%","0.2%","19.7%","","9,267,130","21.5%","2.5%","5.2%","1.0%","12.8%","78.5%","52.1%","12.3%","0.1%","9.9%","0.0%","0.8%","3.2%","1.1%","2.1%","(X)","","6,433,068","48.5%","51.5%"
"New Mexico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,115,877","1,052,355","1,063,522","98.9","115,102","129,840","142,722","145,753","131,911","279,475","273,961","235,029","126,728","143,559","240,038","111,307","40,452","39.1","471,808","1,700,082","1,644,069","1,558,126","477,434","391,797","1,644,069","811,963","832,106","97.6","391,797","181,128","210,669","86.0","","2,115,877","1,533,352","582,525","1,533,352","955,024","42,824","197,031","922","61","130,286","284","34,739","2,606","5,672","10,448","1,653","2,011","5,964","6,385","1,350","N","N","N","N","302,384","582,525","13,649","31,499","11,039","2,998","","2,115,877","1,511,375","73,138","270,863","58,007","6,332","814,130","","2,115,877","1,059,236","685,330","12,285","5,090","356,531","1,056,641","738,716","35,144","172,248","31,698","854","8,894","69,087","15,234","53,853","948,042","","1,545,938","763,690","782,248"
"    Percent","","2,115,877","49.7%","50.3%","(X)","5.4%","6.1%","6.7%","6.9%","6.2%","13.2%","12.9%","11.1%","6.0%","6.8%","11.3%","5.3%","1.9%","(X)","22.3%","80.3%","77.7%","73.6%","22.6%","18.5%","1,644,069","49.4%","50.6%","(X)","391,797","46.2%","53.8%","(X)","","2,115,877","72.5%","27.5%","72.5%","45.1%","2.0%","9.3%","0.0%","0.0%","6.2%","0.0%","1.6%","0.1%","0.3%","0.5%","0.1%","0.1%","0.3%","0.3%","0.1%","N","N","N","N","14.3%","27.5%","0.6%","1.5%","0.5%","0.1%","","2,115,877","71.4%","3.5%","12.8%","2.7%","0.3%","38.5%","","2,115,877","50.1%","32.4%","0.6%","0.2%","16.9%","49.9%","34.9%","1.7%","8.1%","1.5%","0.0%","0.4%","3.3%","0.7%","2.5%","(X)","","1,545,938","49.4%","50.6%"
"New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
