"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","Population 18 to 24 years","Population 18 to 24 years!!Less than high school graduate","Population 18 to 24 years!!High school graduate (includes equivalency)","Population 18 to 24 years!!Some college or associate's degree","Population 18 to 24 years!!Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","White alone, not Hispanic or Latino","White alone, not Hispanic or Latino!!High school graduate or higher","White alone, not Hispanic or Latino!!Bachelor's degree or higher","Black alone","Black alone!!High school graduate or higher","Black alone!!Bachelor's degree or higher","American Indian or Alaska Native alone","American Indian or Alaska Native alone!!High school graduate or higher","American Indian or Alaska Native alone!!Bachelor's degree or higher","Asian alone","Asian alone!!High school graduate or higher","Asian alone!!Bachelor's degree or higher","Native Hawaiian and Other Pacific Islander alone","Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","Some other race alone","Some other race alone!!High school graduate or higher","Some other race alone!!Bachelor's degree or higher","Two or more races","Two or more races!!High school graduate or higher","Two or more races!!Bachelor's degree or higher","Hispanic or Latino Origin","Hispanic or Latino Origin!!High school graduate or higher","Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","310,206","47,970","95,371","144,532","22,333","1,959,341","94,490","211,478","595,611","431,185","198,080","265,220","163,277","(X)","(X)","362,723","312,377","79,407","377,902","330,665","93,271","752,997","647,515","163,280","465,719","362,816","92,539","","1,211,539","1,057,153","306,864","1,187,342","1,039,581","301,719","689,164","551,273","105,737","8,276","6,725","1,685","18,444","14,878","6,478","N","N","N","15,135","8,205","2,224","16,183","14,539","5,509","42,000","28,467","7,515","","(X)","(X)","(X)","(X)","","32,374","22,273","26,845","31,594","41,706","54,539"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.5%","30.7%","46.6%","7.2%","(X)","4.8%","10.8%","30.4%","22.0%","10.1%","13.5%","8.3%","84.4%","21.9%","(X)","86.1%","21.9%","(X)","87.5%","24.7%","(X)","86.0%","21.7%","(X)","77.9%","19.9%","","(X)","87.3%","25.3%","(X)","87.6%","25.4%","(X)","80.0%","15.3%","(X)","81.3%","20.4%","(X)","80.7%","35.1%","(X)","N","N","(X)","54.2%","14.7%","(X)","89.8%","34.0%","(X)","67.8%","17.9%","","30.4%","19.2%","12.9%","4.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","158,687","30,202","52,860","67,028","8,597","920,497","51,647","109,220","300,708","200,360","73,542","118,283","66,737","(X)","(X)","177,693","147,503","32,203","178,152","150,702","35,030","363,503","303,629","71,871","201,149","157,796","45,916","","581,209","498,627","140,892","568,543","489,332","138,929","308,868","238,062","36,925","4,078","3,526","1,030","8,791","7,536","2,725","N","N","N","9,776","5,072","1,168","7,294","6,326","2,280","23,779","15,689","2,895","","(X)","(X)","(X)","(X)","","39,203","27,469","31,962","40,111","51,862","70,697"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","19.0%","33.3%","42.2%","5.4%","(X)","5.6%","11.9%","32.7%","21.8%","8.0%","12.8%","7.3%","82.5%","20.1%","(X)","83.0%","18.1%","(X)","84.6%","19.7%","(X)","83.5%","19.8%","(X)","78.4%","22.8%","","(X)","85.8%","24.2%","(X)","86.1%","24.4%","(X)","77.1%","12.0%","(X)","86.5%","25.3%","(X)","85.7%","31.0%","(X)","N","N","(X)","51.9%","11.9%","(X)","86.7%","31.3%","(X)","66.0%","12.2%","","23.4%","15.6%","9.0%","4.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","151,519","17,768","42,511","77,504","13,736","1,038,844","42,843","102,258","294,903","230,825","124,538","146,937","96,540","(X)","(X)","185,030","164,874","47,204","199,750","179,963","58,241","389,494","343,886","91,409","264,570","205,020","46,623","","630,330","558,526","165,972","618,799","550,249","162,790","380,296","313,211","68,812","4,198","3,199","655","9,653","7,342","3,753","N","N","N","5,359","3,133","1,056","8,889","8,213","3,229","18,221","12,778","4,620","","(X)","(X)","(X)","(X)","","27,967","15,986","21,168","26,803","36,312","47,960"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.7%","28.1%","51.2%","9.1%","(X)","4.1%","9.8%","28.4%","22.2%","12.0%","14.1%","9.3%","86.0%","23.4%","(X)","89.1%","25.5%","(X)","90.1%","29.2%","(X)","88.3%","23.5%","(X)","77.5%","17.6%","","(X)","88.6%","26.3%","(X)","88.9%","26.3%","(X)","82.4%","18.1%","(X)","76.2%","15.6%","(X)","76.1%","38.9%","(X)","N","N","(X)","58.5%","19.7%","(X)","92.4%","36.3%","(X)","70.1%","25.4%","","37.6%","22.8%","15.9%","4.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","575,596","69,061","189,900","256,110","60,525","4,150,275","129,072","298,467","1,277,505","912,962","326,430","743,797","462,042","(X)","(X)","814,462","747,120","273,994","729,164","663,585","248,992","1,596,380","1,442,796","451,605","1,010,269","869,235","231,248","","3,511,414","3,179,768","1,053,065","3,430,994","3,117,180","1,034,438","432,245","367,165","74,614","17,890","16,316","3,961","82,661","74,753","48,937","4,949","4,003","1,405","40,876","26,642","5,963","60,240","54,089","17,894","128,571","94,194","25,671","","(X)","(X)","(X)","(X)","","36,565","21,779","30,097","33,653","48,238","60,056"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.0%","33.0%","44.5%","10.5%","(X)","3.1%","7.2%","30.8%","22.0%","7.9%","17.9%","11.1%","89.7%","29.1%","(X)","91.7%","33.6%","(X)","91.0%","34.1%","(X)","90.4%","28.3%","(X)","86.0%","22.9%","","(X)","90.6%","30.0%","(X)","90.9%","30.1%","(X)","84.9%","17.3%","(X)","91.2%","22.1%","(X)","90.4%","59.2%","(X)","80.9%","28.4%","(X)","65.2%","14.6%","(X)","89.8%","29.7%","(X)","73.3%","20.0%","","26.1%","12.8%","9.8%","3.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","295,666","39,863","113,451","118,029","24,323","1,993,985","65,630","153,634","649,276","427,276","138,593","347,259","212,317","(X)","(X)","408,148","368,108","120,194","362,731","325,807","108,532","777,260","694,218","209,406","445,846","386,588","121,444","","1,699,988","1,528,418","494,312","1,659,435","1,498,034","485,314","192,261","160,041","28,288","7,916","7,055","1,000","38,032","34,868","24,004","2,321","1,827","316","20,992","13,455","2,542","32,475","29,057","9,114","64,946","45,666","11,686","","(X)","(X)","(X)","(X)","","42,331","26,682","35,167","41,104","60,405","71,937"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.5%","38.4%","39.9%","8.2%","(X)","3.3%","7.7%","32.6%","21.4%","7.0%","17.4%","10.6%","89.0%","28.1%","(X)","90.2%","29.4%","(X)","89.8%","29.9%","(X)","89.3%","26.9%","(X)","86.7%","27.2%","","(X)","89.9%","29.1%","(X)","90.3%","29.2%","(X)","83.2%","14.7%","(X)","89.1%","12.6%","(X)","91.7%","63.1%","(X)","78.7%","13.6%","(X)","64.1%","12.1%","(X)","89.5%","28.1%","(X)","70.3%","18.0%","","22.4%","10.8%","7.6%","3.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","279,930","29,198","76,449","138,081","36,202","2,156,290","63,442","144,833","628,229","485,686","187,837","396,538","249,725","(X)","(X)","406,314","379,012","153,800","366,433","337,778","140,460","819,120","748,578","242,199","564,423","482,647","109,804","","1,811,426","1,651,350","558,753","1,771,559","1,619,146","549,124","239,984","207,124","46,326","9,974","9,261","2,961","44,629","39,885","24,933","2,628","2,176","1,089","19,884","13,187","3,421","27,765","25,032","8,780","63,625","48,528","13,985","","(X)","(X)","(X)","(X)","","31,310","16,414","23,665","29,517","40,614","51,525"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.4%","27.3%","49.3%","12.9%","(X)","2.9%","6.7%","29.1%","22.5%","8.7%","18.4%","11.6%","90.3%","30.0%","(X)","93.3%","37.9%","(X)","92.2%","38.3%","(X)","91.4%","29.6%","(X)","85.5%","19.5%","","(X)","91.2%","30.8%","(X)","91.4%","31.0%","(X)","86.3%","19.3%","(X)","92.9%","29.7%","(X)","89.4%","55.9%","(X)","82.8%","41.4%","(X)","66.3%","17.2%","(X)","90.2%","31.6%","(X)","76.3%","22.0%","","29.9%","14.9%","11.6%","4.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","96,932","11,805","37,224","38,823","9,080","723,666","16,155","34,574","203,141","170,207","65,772","157,326","76,491","(X)","(X)","132,667","122,676","42,434","125,034","116,670","44,943","275,749","259,247","86,690","190,216","174,344","59,750","","658,190","616,718","220,110","645,390","607,037","217,814","3,105","2,784","542","36,636","31,197","5,763","6,262","5,385","2,683","N","N","N","4,042","2,256","693","14,618","13,842","3,946","18,729","13,502","3,447","","(X)","(X)","(X)","(X)","","33,210","21,588","28,378","30,736","40,244","57,421"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.2%","38.4%","40.1%","9.4%","(X)","2.2%","4.8%","28.1%","23.5%","9.1%","21.7%","10.6%","93.0%","32.3%","(X)","92.5%","32.0%","(X)","93.3%","35.9%","(X)","94.0%","31.4%","(X)","91.7%","31.4%","","(X)","93.7%","33.4%","(X)","94.1%","33.7%","(X)","89.7%","17.5%","(X)","85.2%","15.7%","(X)","86.0%","42.8%","(X)","N","N","(X)","55.8%","17.1%","(X)","94.7%","27.0%","(X)","72.1%","18.4%","","21.0%","13.3%","10.4%","4.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","50,938","6,001","21,532","18,929","4,476","359,169","9,473","18,356","108,584","82,918","29,236","73,383","37,219","(X)","(X)","67,853","61,990","19,747","62,960","57,860","19,613","136,716","127,987","39,382","91,640","83,503","31,860","","328,250","305,150","105,351","321,536","300,793","104,643","1,822","1,776","369","17,434","14,397","2,262","1,842","1,306","550","N","N","N","2,261","1,344","295","7,209","7,016","1,695","9,777","6,380","1,054","","(X)","(X)","(X)","(X)","","40,003","26,804","33,434","37,352","47,985","67,034"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.8%","42.3%","37.2%","8.8%","(X)","2.6%","5.1%","30.2%","23.1%","8.1%","20.4%","10.4%","92.3%","30.8%","(X)","91.4%","29.1%","(X)","91.9%","31.2%","(X)","93.6%","28.8%","(X)","91.1%","34.8%","","(X)","93.0%","32.1%","(X)","93.5%","32.5%","(X)","97.5%","20.3%","(X)","82.6%","13.0%","(X)","70.9%","29.9%","(X)","N","N","(X)","59.4%","13.0%","(X)","97.3%","23.5%","(X)","65.3%","10.8%","","19.5%","11.8%","8.4%","4.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","45,994","5,804","15,692","19,894","4,604","364,497","6,682","16,218","94,557","87,289","36,536","83,943","39,272","(X)","(X)","64,814","60,686","22,687","62,074","58,810","25,330","139,033","131,260","47,308","98,576","90,841","27,890","","329,940","311,568","114,759","323,854","306,244","113,171","1,283","1,008","173","19,202","16,800","3,501","4,420","4,079","2,133","N","N","N","1,781","912","398","7,409","6,826","2,251","8,952","7,122","2,393","","(X)","(X)","(X)","(X)","","28,613","12,666","22,823","25,474","35,602","50,913"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.6%","34.1%","43.3%","10.0%","(X)","1.8%","4.4%","25.9%","23.9%","10.0%","23.0%","10.8%","93.7%","33.8%","(X)","93.6%","35.0%","(X)","94.7%","40.8%","(X)","94.4%","34.0%","(X)","92.2%","28.3%","","(X)","94.4%","34.8%","(X)","94.6%","34.9%","(X)","78.6%","13.5%","(X)","87.5%","18.2%","(X)","92.3%","48.3%","(X)","N","N","(X)","51.2%","22.3%","(X)","92.1%","30.4%","(X)","79.6%","26.7%","","22.8%","15.0%","12.2%","4.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Nebraska","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","186,225","18,896","54,651","91,888","20,790","1,259,254","48,755","60,668","331,081","291,423","128,547","263,330","135,450","(X)","(X)","259,071","237,514","96,669","235,957","213,708","87,978","469,321","432,345","139,533","294,905","266,264","74,600","","1,131,814","1,049,017","367,900","1,051,542","1,001,958","358,709","53,583","45,980","9,629","8,527","6,946","797","28,432","22,045","14,281","N","N","N","18,396","9,637","1,382","17,598","15,525","4,519","102,067","59,250","11,159","","(X)","(X)","(X)","(X)","","39,578","25,515","31,296","36,349","50,138","61,324"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.1%","29.3%","49.3%","11.2%","(X)","3.9%","4.8%","26.3%","23.1%","10.2%","20.9%","10.8%","91.3%","31.7%","(X)","91.7%","37.3%","(X)","90.6%","37.3%","(X)","92.1%","29.7%","(X)","90.3%","25.3%","","(X)","92.7%","32.5%","(X)","95.3%","34.1%","(X)","85.8%","18.0%","(X)","81.5%","9.3%","(X)","77.5%","50.2%","(X)","N","N","(X)","52.4%","7.5%","(X)","88.2%","25.7%","(X)","58.1%","10.9%","","21.6%","10.3%","7.6%","3.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","96,089","10,934","30,735","44,971","9,449","619,219","24,447","32,147","171,892","137,440","65,322","122,835","65,136","(X)","(X)","131,083","119,110","43,023","121,916","109,950","39,072","233,749","213,724","66,206","132,471","119,841","39,670","","555,199","511,508","172,938","513,062","487,772","167,824","26,904","23,103","4,610","4,374","3,271","298","13,684","11,521","7,352","N","N","N","10,234","5,722","554","8,606","7,311","2,153","54,288","30,507","5,897","","(X)","(X)","(X)","(X)","","46,279","30,165","37,366","44,973","60,441","71,750"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.4%","32.0%","46.8%","9.8%","(X)","3.9%","5.2%","27.8%","22.2%","10.5%","19.8%","10.5%","90.9%","30.4%","(X)","90.9%","32.8%","(X)","90.2%","32.0%","(X)","91.4%","28.3%","(X)","90.5%","29.9%","","(X)","92.1%","31.1%","(X)","95.1%","32.7%","(X)","85.9%","17.1%","(X)","74.8%","6.8%","(X)","84.2%","53.7%","(X)","N","N","(X)","55.9%","5.4%","(X)","85.0%","25.0%","(X)","56.2%","10.9%","","16.8%","8.7%","5.6%","3.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","90,136","7,962","23,916","46,917","11,341","640,035","24,308","28,521","159,189","153,983","63,225","140,495","70,314","(X)","(X)","127,988","118,404","53,646","114,041","103,758","48,906","235,572","218,621","73,327","162,434","146,423","34,930","","576,615","537,509","194,962","538,480","514,186","190,885","26,679","22,877","5,019","4,153","3,675","499","14,748","10,524","6,929","N","N","N","8,162","3,915","828","8,992","8,214","2,366","47,779","28,743","5,262","","(X)","(X)","(X)","(X)","","32,046","18,905","24,409","28,748","41,701","55,598"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.8%","26.5%","52.1%","12.6%","(X)","3.8%","4.5%","24.9%","24.1%","9.9%","22.0%","11.0%","91.7%","32.9%","(X)","92.5%","41.9%","(X)","91.0%","42.9%","(X)","92.8%","31.1%","(X)","90.1%","21.5%","","(X)","93.2%","33.8%","(X)","95.5%","35.4%","(X)","85.7%","18.8%","(X)","88.5%","12.0%","(X)","71.4%","47.0%","(X)","N","N","(X)","48.0%","10.1%","(X)","91.3%","26.3%","(X)","60.2%","11.0%","","26.8%","11.9%","9.5%","3.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Nevada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","250,902","37,432","101,302","97,793","14,375","2,063,180","107,354","165,663","592,846","518,529","165,508","340,110","173,170","(X)","(X)","436,060","385,594","104,534","400,006","344,040","101,642","768,435","661,262","188,153","458,679","399,267","118,951","","1,395,786","1,248,013","369,206","1,133,748","1,066,450","337,037","175,821","156,537","32,469","24,484","20,144","2,288","193,401","176,268","77,431","13,826","12,678","1,589","196,953","119,482","15,230","62,909","57,041","15,067","483,686","319,835","50,033","","(X)","(X)","(X)","(X)","","36,423","26,840","31,208","36,581","48,974","65,557"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.9%","40.4%","39.0%","5.7%","(X)","5.2%","8.0%","28.7%","25.1%","8.0%","16.5%","8.4%","86.8%","24.9%","(X)","88.4%","24.0%","(X)","86.0%","25.4%","(X)","86.1%","24.5%","(X)","87.0%","25.9%","","(X)","89.4%","26.5%","(X)","94.1%","29.7%","(X)","89.0%","18.5%","(X)","82.3%","9.3%","(X)","91.1%","40.0%","(X)","91.7%","11.5%","(X)","60.7%","7.7%","(X)","90.7%","24.0%","(X)","66.1%","10.3%","","19.6%","13.1%","8.7%","5.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","129,337","20,334","58,240","45,392","5,371","1,025,274","53,286","83,989","301,305","255,619","78,058","167,190","85,827","(X)","(X)","222,891","195,211","47,549","200,868","171,644","45,185","384,239","327,365","92,270","217,276","193,779","68,013","","709,882","633,399","190,738","575,393","542,529","175,118","86,120","77,408","13,394","11,587","9,069","835","82,199","75,938","33,725","7,131","6,742","842","97,532","57,389","7,272","30,823","28,054","6,211","244,922","158,242","24,181","","(X)","(X)","(X)","(X)","","41,051","31,102","35,228","41,507","54,958","78,250"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.7%","45.0%","35.1%","4.2%","(X)","5.2%","8.2%","29.4%","24.9%","7.6%","16.3%","8.4%","86.6%","24.7%","(X)","87.6%","21.3%","(X)","85.5%","22.5%","(X)","85.2%","24.0%","(X)","89.2%","31.3%","","(X)","89.2%","26.9%","(X)","94.3%","30.4%","(X)","89.9%","15.6%","(X)","78.3%","7.2%","(X)","92.4%","41.0%","(X)","94.5%","11.8%","(X)","58.8%","7.5%","(X)","91.0%","20.2%","(X)","64.6%","9.9%","","16.2%","11.6%","7.8%","5.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","121,565","17,098","43,062","52,401","9,004","1,037,906","54,068","81,674","291,541","262,910","87,450","172,920","87,343","(X)","(X)","213,169","190,383","56,985","199,138","172,396","56,457","384,196","333,897","95,883","241,403","205,488","50,938","","685,904","614,614","178,468","558,355","523,921","161,919","89,701","79,129","19,075","12,897","11,075","1,453","111,202","100,330","43,706","6,695","5,936","747","99,421","62,093","7,958","32,086","28,987","8,856","238,764","161,593","25,852","","(X)","(X)","(X)","(X)","","31,817","21,517","26,942","31,692","41,505","58,485"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.1%","35.4%","43.1%","7.4%","(X)","5.2%","7.9%","28.1%","25.3%","8.4%","16.7%","8.4%","86.9%","25.1%","(X)","89.3%","26.7%","(X)","86.6%","28.4%","(X)","86.9%","25.0%","(X)","85.1%","21.1%","","(X)","89.6%","26.0%","(X)","93.8%","29.0%","(X)","88.2%","21.3%","(X)","85.9%","11.3%","(X)","90.2%","39.3%","(X)","88.7%","11.2%","(X)","62.5%","8.0%","(X)","90.3%","27.6%","(X)","67.7%","10.8%","","23.0%","14.6%","9.6%","5.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"New Hampshire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","126,595","12,260","41,149","56,930","16,256","958,005","18,164","48,396","268,564","171,011","97,978","216,750","137,142","(X)","(X)","163,877","153,638","68,344","151,687","143,882","60,836","406,120","381,602","148,411","236,321","212,323","76,301","","902,395","842,315","330,258","882,708","826,164","325,050","13,572","11,749","3,523","N","N","N","24,677","21,220","14,924","N","N","N","3,334","3,173","982","12,388","11,483","3,871","26,931","22,318","6,671","","(X)","(X)","(X)","(X)","","45,390","27,050","35,018","41,023","56,249","70,295"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
