state,year,policy,category,direction,adoption_year,population_total,pollib_median,incomepcap,income,std_bowen1,std_bowen2,unified,duration,duration_sq,duration_cub,nbrs_lag,nbrs,lawrence,obergefell,std_init_use,evangelical_pop
Nebraska,2012,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
New Hampshire,2012,0,Nondiscrimination,P,2019,,,,,,,,,,,,,1,1,,
New Mexico,2012,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Carolina,2012,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,2012,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2012,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2012,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2012,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,2012,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2012,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
South Dakota,2012,1,Nondiscrimination,N,2012,,,,,,,,,,,,,1,1,,
Tennessee,2012,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,0,,
Texas,2012,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Utah,2012,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2012,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
West Virginia,2012,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2012,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2013,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Arizona,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Connecticut,2013,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Delaware,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Florida,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2013,0,Nondiscrimination,P,2018,,,,,,,,,,,,,1,1,,
Idaho,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Maryland,2013,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Michigan,2013,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Mississippi,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Montana,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
New Hampshire,2013,0,Nondiscrimination,P,2019,,,,,,,,,,,,,1,1,,
New Mexico,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Carolina,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Texas,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Utah,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2013,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
West Virginia,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2013,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2014,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Arizona,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Connecticut,2014,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Delaware,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Florida,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2014,0,Nondiscrimination,P,2018,,,,,,,,,,,,,1,1,,
Idaho,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Maryland,2014,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Michigan,2014,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Mississippi,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Montana,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
New Hampshire,2014,0,Nondiscrimination,P,2019,,,,,,,,,,,,,1,1,,
New Mexico,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Carolina,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Texas,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Utah,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2014,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
West Virginia,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2014,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2015,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Arizona,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Connecticut,2015,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Delaware,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Florida,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2015,0,Nondiscrimination,P,2018,,,,,,,,,,,,,1,1,,
Idaho,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Maryland,2015,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Michigan,2015,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Mississippi,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Montana,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
New Hampshire,2015,0,Nondiscrimination,P,2019,,,,,,,,,,,,,1,1,,
New Mexico,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Carolina,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Texas,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Utah,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2015,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
West Virginia,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2015,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2016,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Arizona,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Connecticut,2016,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Delaware,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Florida,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2016,0,Nondiscrimination,P,2018,,,,,,,,,,,,,1,1,,
Idaho,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Maryland,2016,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Michigan,2016,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Mississippi,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Montana,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
New Hampshire,2016,0,Nondiscrimination,P,2019,,,,,,,,,,,,,1,1,,
New Mexico,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Carolina,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Texas,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Utah,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2016,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
West Virginia,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2016,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2017,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Arizona,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Connecticut,2017,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Delaware,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Florida,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2017,0,Nondiscrimination,P,2018,,,,,,,,,,,,,1,1,,
Idaho,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Maryland,2017,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Michigan,2017,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Mississippi,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Montana,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
New Hampshire,2017,0,Nondiscrimination,P,2019,,,,,,,,,,,,,1,1,,
New Mexico,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Carolina,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Texas,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Utah,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2017,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
West Virginia,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2017,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2018,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Arizona,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Connecticut,2018,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Delaware,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Florida,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Hawaii,2018,1,Nondiscrimination,P,2018,,,,,,,,,,,,,1,1,,
Idaho,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Maryland,2018,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Michigan,2018,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Mississippi,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Montana,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
New Hampshire,2018,0,Nondiscrimination,P,2019,,,,,,,,,,,,,1,1,,
New Mexico,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Carolina,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Texas,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Utah,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2018,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
West Virginia,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2018,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2019,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Arizona,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Connecticut,2019,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Delaware,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Florida,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Maryland,2019,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Michigan,2019,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Mississippi,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Montana,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
New Hampshire,2019,1,Nondiscrimination,P,2019,,,,,,,,,,,,,1,1,,
New Mexico,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Carolina,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Texas,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Utah,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2019,0,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
West Virginia,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2019,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alaska,2020,1,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Arizona,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Connecticut,2020,1,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
Delaware,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Florida,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Maryland,2020,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Michigan,2020,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Mississippi,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Montana,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
New Mexico,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Carolina,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Texas,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Utah,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Virginia,2020,1,Nondiscrimination,P,2020,,,,,,,,,,,,,1,1,,
West Virginia,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2020,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Delaware,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Florida,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Maryland,2021,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Michigan,2021,0,Nondiscrimination,P,2022,,,,,,,,,,,,,1,1,,
Mississippi,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Montana,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Nebraska,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
New Mexico,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Carolina,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
North Dakota,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Ohio,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Oklahoma,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Pennsylvania,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Rhode Island,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
South Carolina,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Tennessee,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Texas,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Utah,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
West Virginia,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Wyoming,2021,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Alabama,2022,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Arizona,2022,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Arkansas,2022,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Delaware,2022,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Florida,2022,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Georgia,2022,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Idaho,2022,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Indiana,2022,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kansas,2022,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Kentucky,2022,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
Louisiana,2022,0,Nondiscrimination,"",2022,,,,,,,,,,,,,1,1,,
